# dt = 0.00020 ps ; n_timesteps = 10000
# masses = [1.66e-03, 1.24e-03, 1.66e-03] m_asu ; kappa = 9.9825e+01 m_asu ps^(-2)
# f[1/ps], p_1[Å^-2], p_2[Å^-2], p_3[Å^-2]
-2.32077e+03, 6.52228e-11, 4.94356e-09, 1.99889e-09 
-2.32027e+03, 6.52277e-11, 4.94391e-09, 1.99903e-09 
-2.31977e+03, 6.52325e-11, 4.94427e-09, 1.99918e-09 
-2.31927e+03, 6.52374e-11, 4.94462e-09, 1.99932e-09 
-2.31877e+03, 6.52423e-11, 4.94498e-09, 1.99946e-09 
-2.31827e+03, 6.52472e-11, 4.94534e-09, 1.99961e-09 
-2.31777e+03, 6.52522e-11, 4.94569e-09, 1.99975e-09 
-2.31727e+03, 6.52571e-11, 4.94605e-09, 1.99990e-09 
-2.31677e+03, 6.52620e-11, 4.94641e-09, 2.00004e-09 
-2.31627e+03, 6.52670e-11, 4.94678e-09, 2.00019e-09 
-2.31577e+03, 6.52720e-11, 4.94714e-09, 2.00034e-09 
-2.31527e+03, 6.52770e-11, 4.94750e-09, 2.00048e-09 
-2.31477e+03, 6.52820e-11, 4.94787e-09, 2.00063e-09 
-2.31427e+03, 6.52870e-11, 4.94823e-09, 2.00078e-09 
-2.31377e+03, 6.52920e-11, 4.94860e-09, 2.00093e-09 
-2.31327e+03, 6.52971e-11, 4.94897e-09, 2.00107e-09 
-2.31277e+03, 6.53022e-11, 4.94933e-09, 2.00122e-09 
-2.31227e+03, 6.53072e-11, 4.94970e-09, 2.00137e-09 
-2.31177e+03, 6.53123e-11, 4.95008e-09, 2.00152e-09 
-2.31127e+03, 6.53174e-11, 4.95045e-09, 2.00167e-09 
-2.31077e+03, 6.53226e-11, 4.95082e-09, 2.00182e-09 
-2.31027e+03, 6.53277e-11, 4.95119e-09, 2.00197e-09 
-2.30977e+03, 6.53328e-11, 4.95157e-09, 2.00213e-09 
-2.30927e+03, 6.53380e-11, 4.95194e-09, 2.00228e-09 
-2.30877e+03, 6.53432e-11, 4.95232e-09, 2.00243e-09 
-2.30827e+03, 6.53484e-11, 4.95270e-09, 2.00258e-09 
-2.30777e+03, 6.53536e-11, 4.95308e-09, 2.00274e-09 
-2.30727e+03, 6.53588e-11, 4.95346e-09, 2.00289e-09 
-2.30677e+03, 6.53640e-11, 4.95384e-09, 2.00304e-09 
-2.30627e+03, 6.53693e-11, 4.95422e-09, 2.00320e-09 
-2.30577e+03, 6.53745e-11, 4.95460e-09, 2.00335e-09 
-2.30527e+03, 6.53798e-11, 4.95499e-09, 2.00351e-09 
-2.30477e+03, 6.53851e-11, 4.95537e-09, 2.00366e-09 
-2.30427e+03, 6.53904e-11, 4.95576e-09, 2.00382e-09 
-2.30377e+03, 6.53957e-11, 4.95615e-09, 2.00397e-09 
-2.30327e+03, 6.54011e-11, 4.95653e-09, 2.00413e-09 
-2.30277e+03, 6.54064e-11, 4.95692e-09, 2.00429e-09 
-2.30227e+03, 6.54118e-11, 4.95731e-09, 2.00445e-09 
-2.30177e+03, 6.54171e-11, 4.95770e-09, 2.00460e-09 
-2.30127e+03, 6.54225e-11, 4.95810e-09, 2.00476e-09 
-2.30077e+03, 6.54279e-11, 4.95849e-09, 2.00492e-09 
-2.30027e+03, 6.54333e-11, 4.95888e-09, 2.00508e-09 
-2.29977e+03, 6.54388e-11, 4.95928e-09, 2.00524e-09 
-2.29927e+03, 6.54442e-11, 4.95968e-09, 2.00540e-09 
-2.29877e+03, 6.54497e-11, 4.96007e-09, 2.00556e-09 
-2.29827e+03, 6.54552e-11, 4.96047e-09, 2.00572e-09 
-2.29777e+03, 6.54606e-11, 4.96087e-09, 2.00588e-09 
-2.29727e+03, 6.54661e-11, 4.96127e-09, 2.00605e-09 
-2.29677e+03, 6.54717e-11, 4.96167e-09, 2.00621e-09 
-2.29627e+03, 6.54772e-11, 4.96208e-09, 2.00637e-09 
-2.29577e+03, 6.54827e-11, 4.96248e-09, 2.00653e-09 
-2.29527e+03, 6.54883e-11, 4.96288e-09, 2.00670e-09 
-2.29477e+03, 6.54939e-11, 4.96329e-09, 2.00686e-09 
-2.29427e+03, 6.54995e-11, 4.96370e-09, 2.00703e-09 
-2.29377e+03, 6.55051e-11, 4.96410e-09, 2.00719e-09 
-2.29327e+03, 6.55107e-11, 4.96451e-09, 2.00736e-09 
-2.29277e+03, 6.55163e-11, 4.96492e-09, 2.00752e-09 
-2.29227e+03, 6.55220e-11, 4.96533e-09, 2.00769e-09 
-2.29177e+03, 6.55276e-11, 4.96575e-09, 2.00785e-09 
-2.29127e+03, 6.55333e-11, 4.96616e-09, 2.00802e-09 
-2.29077e+03, 6.55390e-11, 4.96657e-09, 2.00819e-09 
-2.29027e+03, 6.55447e-11, 4.96699e-09, 2.00835e-09 
-2.28977e+03, 6.55504e-11, 4.96740e-09, 2.00852e-09 
-2.28927e+03, 6.55561e-11, 4.96782e-09, 2.00869e-09 
-2.28877e+03, 6.55619e-11, 4.96824e-09, 2.00886e-09 
-2.28827e+03, 6.55676e-11, 4.96866e-09, 2.00903e-09 
-2.28777e+03, 6.55734e-11, 4.96908e-09, 2.00920e-09 
-2.28727e+03, 6.55792e-11, 4.96950e-09, 2.00937e-09 
-2.28677e+03, 6.55850e-11, 4.96992e-09, 2.00954e-09 
-2.28627e+03, 6.55908e-11, 4.97034e-09, 2.00971e-09 
-2.28577e+03, 6.55966e-11, 4.97077e-09, 2.00988e-09 
-2.28527e+03, 6.56025e-11, 4.97119e-09, 2.01005e-09 
-2.28477e+03, 6.56083e-11, 4.97162e-09, 2.01023e-09 
-2.28427e+03, 6.56142e-11, 4.97205e-09, 2.01040e-09 
-2.28377e+03, 6.56201e-11, 4.97248e-09, 2.01057e-09 
-2.28327e+03, 6.56260e-11, 4.97291e-09, 2.01075e-09 
-2.28277e+03, 6.56319e-11, 4.97334e-09, 2.01092e-09 
-2.28227e+03, 6.56379e-11, 4.97377e-09, 2.01109e-09 
-2.28177e+03, 6.56438e-11, 4.97420e-09, 2.01127e-09 
-2.28127e+03, 6.56498e-11, 4.97463e-09, 2.01144e-09 
-2.28077e+03, 6.56557e-11, 4.97507e-09, 2.01162e-09 
-2.28027e+03, 6.56617e-11, 4.97551e-09, 2.01180e-09 
-2.27977e+03, 6.56677e-11, 4.97594e-09, 2.01197e-09 
-2.27927e+03, 6.56737e-11, 4.97638e-09, 2.01215e-09 
-2.27877e+03, 6.56798e-11, 4.97682e-09, 2.01233e-09 
-2.27827e+03, 6.56858e-11, 4.97726e-09, 2.01250e-09 
-2.27777e+03, 6.56919e-11, 4.97770e-09, 2.01268e-09 
-2.27727e+03, 6.56980e-11, 4.97814e-09, 2.01286e-09 
-2.27677e+03, 6.57040e-11, 4.97859e-09, 2.01304e-09 
-2.27627e+03, 6.57101e-11, 4.97903e-09, 2.01322e-09 
-2.27577e+03, 6.57163e-11, 4.97947e-09, 2.01340e-09 
-2.27527e+03, 6.57224e-11, 4.97992e-09, 2.01358e-09 
-2.27477e+03, 6.57285e-11, 4.98037e-09, 2.01376e-09 
-2.27427e+03, 6.57347e-11, 4.98082e-09, 2.01394e-09 
-2.27377e+03, 6.57409e-11, 4.98127e-09, 2.01412e-09 
-2.27327e+03, 6.57471e-11, 4.98172e-09, 2.01431e-09 
-2.27277e+03, 6.57533e-11, 4.98217e-09, 2.01449e-09 
-2.27227e+03, 6.57595e-11, 4.98262e-09, 2.01467e-09 
-2.27177e+03, 6.57657e-11, 4.98307e-09, 2.01485e-09 
-2.27127e+03, 6.57720e-11, 4.98353e-09, 2.01504e-09 
-2.27077e+03, 6.57782e-11, 4.98398e-09, 2.01522e-09 
-2.27027e+03, 6.57845e-11, 4.98444e-09, 2.01541e-09 
-2.26977e+03, 6.57908e-11, 4.98490e-09, 2.01559e-09 
-2.26927e+03, 6.57971e-11, 4.98536e-09, 2.01578e-09 
-2.26877e+03, 6.58034e-11, 4.98582e-09, 2.01596e-09 
-2.26827e+03, 6.58098e-11, 4.98628e-09, 2.01615e-09 
-2.26777e+03, 6.58161e-11, 4.98674e-09, 2.01633e-09 
-2.26727e+03, 6.58225e-11, 4.98720e-09, 2.01652e-09 
-2.26677e+03, 6.58289e-11, 4.98767e-09, 2.01671e-09 
-2.26627e+03, 6.58353e-11, 4.98813e-09, 2.01690e-09 
-2.26577e+03, 6.58417e-11, 4.98860e-09, 2.01709e-09 
-2.26527e+03, 6.58481e-11, 4.98907e-09, 2.01727e-09 
-2.26477e+03, 6.58545e-11, 4.98953e-09, 2.01746e-09 
-2.26427e+03, 6.58610e-11, 4.99000e-09, 2.01765e-09 
-2.26377e+03, 6.58674e-11, 4.99047e-09, 2.01784e-09 
-2.26327e+03, 6.58739e-11, 4.99095e-09, 2.01803e-09 
-2.26277e+03, 6.58804e-11, 4.99142e-09, 2.01822e-09 
-2.26227e+03, 6.58869e-11, 4.99189e-09, 2.01842e-09 
-2.26177e+03, 6.58935e-11, 4.99237e-09, 2.01861e-09 
-2.26127e+03, 6.59000e-11, 4.99284e-09, 2.01880e-09 
-2.26077e+03, 6.59065e-11, 4.99332e-09, 2.01899e-09 
-2.26027e+03, 6.59131e-11, 4.99380e-09, 2.01919e-09 
-2.25977e+03, 6.59197e-11, 4.99428e-09, 2.01938e-09 
-2.25927e+03, 6.59263e-11, 4.99476e-09, 2.01957e-09 
-2.25877e+03, 6.59329e-11, 4.99524e-09, 2.01977e-09 
-2.25827e+03, 6.59395e-11, 4.99572e-09, 2.01996e-09 
-2.25777e+03, 6.59462e-11, 4.99620e-09, 2.02016e-09 
-2.25727e+03, 6.59528e-11, 4.99669e-09, 2.02035e-09 
-2.25677e+03, 6.59595e-11, 4.99717e-09, 2.02055e-09 
-2.25627e+03, 6.59662e-11, 4.99766e-09, 2.02075e-09 
-2.25577e+03, 6.59729e-11, 4.99815e-09, 2.02094e-09 
-2.25527e+03, 6.59796e-11, 4.99863e-09, 2.02114e-09 
-2.25477e+03, 6.59863e-11, 4.99912e-09, 2.02134e-09 
-2.25427e+03, 6.59931e-11, 4.99961e-09, 2.02154e-09 
-2.25377e+03, 6.59998e-11, 5.00011e-09, 2.02173e-09 
-2.25327e+03, 6.60066e-11, 5.00060e-09, 2.02193e-09 
-2.25277e+03, 6.60134e-11, 5.00109e-09, 2.02213e-09 
-2.25227e+03, 6.60202e-11, 5.00159e-09, 2.02233e-09 
-2.25177e+03, 6.60270e-11, 5.00208e-09, 2.02253e-09 
-2.25127e+03, 6.60338e-11, 5.00258e-09, 2.02273e-09 
-2.25077e+03, 6.60407e-11, 5.00308e-09, 2.02293e-09 
-2.25027e+03, 6.60476e-11, 5.00358e-09, 2.02314e-09 
-2.24978e+03, 6.60544e-11, 5.00408e-09, 2.02334e-09 
-2.24928e+03, 6.60613e-11, 5.00458e-09, 2.02354e-09 
-2.24878e+03, 6.60682e-11, 5.00508e-09, 2.02374e-09 
-2.24828e+03, 6.60751e-11, 5.00558e-09, 2.02395e-09 
-2.24778e+03, 6.60821e-11, 5.00609e-09, 2.02415e-09 
-2.24728e+03, 6.60890e-11, 5.00659e-09, 2.02436e-09 
-2.24678e+03, 6.60960e-11, 5.00710e-09, 2.02456e-09 
-2.24628e+03, 6.61030e-11, 5.00761e-09, 2.02476e-09 
-2.24578e+03, 6.61100e-11, 5.00812e-09, 2.02497e-09 
-2.24528e+03, 6.61170e-11, 5.00863e-09, 2.02518e-09 
-2.24478e+03, 6.61240e-11, 5.00914e-09, 2.02538e-09 
-2.24428e+03, 6.61310e-11, 5.00965e-09, 2.02559e-09 
-2.24378e+03, 6.61381e-11, 5.01016e-09, 2.02580e-09 
-2.24328e+03, 6.61452e-11, 5.01068e-09, 2.02600e-09 
-2.24278e+03, 6.61522e-11, 5.01119e-09, 2.02621e-09 
-2.24228e+03, 6.61593e-11, 5.01171e-09, 2.02642e-09 
-2.24178e+03, 6.61665e-11, 5.01222e-09, 2.02663e-09 
-2.24128e+03, 6.61736e-11, 5.01274e-09, 2.02684e-09 
-2.24078e+03, 6.61807e-11, 5.01326e-09, 2.02705e-09 
-2.24028e+03, 6.61879e-11, 5.01378e-09, 2.02726e-09 
-2.23978e+03, 6.61951e-11, 5.01430e-09, 2.02747e-09 
-2.23928e+03, 6.62022e-11, 5.01483e-09, 2.02768e-09 
-2.23878e+03, 6.62094e-11, 5.01535e-09, 2.02789e-09 
-2.23828e+03, 6.62167e-11, 5.01588e-09, 2.02811e-09 
-2.23778e+03, 6.62239e-11, 5.01640e-09, 2.02832e-09 
-2.23728e+03, 6.62311e-11, 5.01693e-09, 2.02853e-09 
-2.23678e+03, 6.62384e-11, 5.01746e-09, 2.02874e-09 
-2.23628e+03, 6.62457e-11, 5.01799e-09, 2.02896e-09 
-2.23578e+03, 6.62530e-11, 5.01852e-09, 2.02917e-09 
-2.23528e+03, 6.62603e-11, 5.01905e-09, 2.02939e-09 
-2.23478e+03, 6.62676e-11, 5.01958e-09, 2.02960e-09 
-2.23428e+03, 6.62749e-11, 5.02011e-09, 2.02982e-09 
-2.23378e+03, 6.62823e-11, 5.02065e-09, 2.03003e-09 
-2.23328e+03, 6.62896e-11, 5.02118e-09, 2.03025e-09 
-2.23278e+03, 6.62970e-11, 5.02172e-09, 2.03047e-09 
-2.23228e+03, 6.63044e-11, 5.02226e-09, 2.03068e-09 
-2.23178e+03, 6.63118e-11, 5.02280e-09, 2.03090e-09 
-2.23128e+03, 6.63193e-11, 5.02334e-09, 2.03112e-09 
-2.23078e+03, 6.63267e-11, 5.02388e-09, 2.03134e-09 
-2.23028e+03, 6.63341e-11, 5.02442e-09, 2.03156e-09 
-2.22978e+03, 6.63416e-11, 5.02496e-09, 2.03178e-09 
-2.22928e+03, 6.63491e-11, 5.02551e-09, 2.03200e-09 
-2.22878e+03, 6.63566e-11, 5.02605e-09, 2.03222e-09 
-2.22828e+03, 6.63641e-11, 5.02660e-09, 2.03244e-09 
-2.22778e+03, 6.63716e-11, 5.02715e-09, 2.03266e-09 
-2.22728e+03, 6.63792e-11, 5.02769e-09, 2.03288e-09 
-2.22678e+03, 6.63868e-11, 5.02824e-09, 2.03310e-09 
-2.22628e+03, 6.63943e-11, 5.02880e-09, 2.03332e-09 
-2.22578e+03, 6.64019e-11, 5.02935e-09, 2.03355e-09 
-2.22528e+03, 6.64095e-11, 5.02990e-09, 2.03377e-09 
-2.22478e+03, 6.64171e-11, 5.03045e-09, 2.03399e-09 
-2.22428e+03, 6.64248e-11, 5.03101e-09, 2.03422e-09 
-2.22378e+03, 6.64324e-11, 5.03157e-09, 2.03444e-09 
-2.22328e+03, 6.64401e-11, 5.03212e-09, 2.03467e-09 
-2.22278e+03, 6.64478e-11, 5.03268e-09, 2.03489e-09 
-2.22228e+03, 6.64555e-11, 5.03324e-09, 2.03512e-09 
-2.22178e+03, 6.64632e-11, 5.03380e-09, 2.03535e-09 
-2.22128e+03, 6.64709e-11, 5.03436e-09, 2.03557e-09 
-2.22078e+03, 6.64787e-11, 5.03493e-09, 2.03580e-09 
-2.22028e+03, 6.64864e-11, 5.03549e-09, 2.03603e-09 
-2.21978e+03, 6.64942e-11, 5.03605e-09, 2.03626e-09 
-2.21928e+03, 6.65020e-11, 5.03662e-09, 2.03649e-09 
-2.21878e+03, 6.65098e-11, 5.03719e-09, 2.03671e-09 
-2.21828e+03, 6.65176e-11, 5.03776e-09, 2.03694e-09 
-2.21778e+03, 6.65254e-11, 5.03833e-09, 2.03717e-09 
-2.21728e+03, 6.65333e-11, 5.03890e-09, 2.03740e-09 
-2.21678e+03, 6.65411e-11, 5.03947e-09, 2.03764e-09 
-2.21628e+03, 6.65490e-11, 5.04004e-09, 2.03787e-09 
-2.21578e+03, 6.65569e-11, 5.04061e-09, 2.03810e-09 
-2.21528e+03, 6.65648e-11, 5.04119e-09, 2.03833e-09 
-2.21478e+03, 6.65727e-11, 5.04176e-09, 2.03856e-09 
-2.21428e+03, 6.65807e-11, 5.04234e-09, 2.03880e-09 
-2.21378e+03, 6.65886e-11, 5.04292e-09, 2.03903e-09 
-2.21328e+03, 6.65966e-11, 5.04350e-09, 2.03926e-09 
-2.21278e+03, 6.66046e-11, 5.04408e-09, 2.03950e-09 
-2.21228e+03, 6.66126e-11, 5.04466e-09, 2.03973e-09 
-2.21178e+03, 6.66206e-11, 5.04524e-09, 2.03997e-09 
-2.21128e+03, 6.66286e-11, 5.04583e-09, 2.04020e-09 
-2.21078e+03, 6.66366e-11, 5.04641e-09, 2.04044e-09 
-2.21028e+03, 6.66447e-11, 5.04700e-09, 2.04068e-09 
-2.20978e+03, 6.66528e-11, 5.04758e-09, 2.04091e-09 
-2.20928e+03, 6.66609e-11, 5.04817e-09, 2.04115e-09 
-2.20878e+03, 6.66690e-11, 5.04876e-09, 2.04139e-09 
-2.20828e+03, 6.66771e-11, 5.04935e-09, 2.04163e-09 
-2.20778e+03, 6.66852e-11, 5.04994e-09, 2.04187e-09 
-2.20728e+03, 6.66934e-11, 5.05054e-09, 2.04211e-09 
-2.20678e+03, 6.67016e-11, 5.05113e-09, 2.04235e-09 
-2.20628e+03, 6.67097e-11, 5.05172e-09, 2.04259e-09 
-2.20578e+03, 6.67179e-11, 5.05232e-09, 2.04283e-09 
-2.20528e+03, 6.67261e-11, 5.05292e-09, 2.04307e-09 
-2.20478e+03, 6.67344e-11, 5.05351e-09, 2.04331e-09 
-2.20428e+03, 6.67426e-11, 5.05411e-09, 2.04355e-09 
-2.20378e+03, 6.67509e-11, 5.05471e-09, 2.04379e-09 
-2.20328e+03, 6.67591e-11, 5.05531e-09, 2.04404e-09 
-2.20278e+03, 6.67674e-11, 5.05592e-09, 2.04428e-09 
-2.20228e+03, 6.67757e-11, 5.05652e-09, 2.04452e-09 
-2.20178e+03, 6.67841e-11, 5.05713e-09, 2.04477e-09 
-2.20128e+03, 6.67924e-11, 5.05773e-09, 2.04501e-09 
-2.20078e+03, 6.68007e-11, 5.05834e-09, 2.04526e-09 
-2.20028e+03, 6.68091e-11, 5.05895e-09, 2.04550e-09 
-2.19978e+03, 6.68175e-11, 5.05955e-09, 2.04575e-09 
-2.19928e+03, 6.68259e-11, 5.06017e-09, 2.04600e-09 
-2.19878e+03, 6.68343e-11, 5.06078e-09, 2.04624e-09 
-2.19828e+03, 6.68427e-11, 5.06139e-09, 2.04649e-09 
-2.19778e+03, 6.68512e-11, 5.06200e-09, 2.04674e-09 
-2.19728e+03, 6.68596e-11, 5.06262e-09, 2.04699e-09 
-2.19678e+03, 6.68681e-11, 5.06323e-09, 2.04724e-09 
-2.19628e+03, 6.68766e-11, 5.06385e-09, 2.04749e-09 
-2.19578e+03, 6.68851e-11, 5.06447e-09, 2.04774e-09 
-2.19528e+03, 6.68936e-11, 5.06509e-09, 2.04799e-09 
-2.19478e+03, 6.69021e-11, 5.06571e-09, 2.04824e-09 
-2.19428e+03, 6.69107e-11, 5.06633e-09, 2.04849e-09 
-2.19378e+03, 6.69193e-11, 5.06695e-09, 2.04874e-09 
-2.19328e+03, 6.69278e-11, 5.06757e-09, 2.04899e-09 
-2.19278e+03, 6.69364e-11, 5.06820e-09, 2.04924e-09 
-2.19228e+03, 6.69451e-11, 5.06883e-09, 2.04950e-09 
-2.19178e+03, 6.69537e-11, 5.06945e-09, 2.04975e-09 
-2.19128e+03, 6.69623e-11, 5.07008e-09, 2.05000e-09 
-2.19078e+03, 6.69710e-11, 5.07071e-09, 2.05026e-09 
-2.19028e+03, 6.69797e-11, 5.07134e-09, 2.05051e-09 
-2.18978e+03, 6.69884e-11, 5.07197e-09, 2.05077e-09 
-2.18928e+03, 6.69971e-11, 5.07260e-09, 2.05102e-09 
-2.18878e+03, 6.70058e-11, 5.07324e-09, 2.05128e-09 
-2.18828e+03, 6.70145e-11, 5.07387e-09, 2.05153e-09 
-2.18778e+03, 6.70233e-11, 5.07451e-09, 2.05179e-09 
-2.18728e+03, 6.70320e-11, 5.07515e-09, 2.05205e-09 
-2.18678e+03, 6.70408e-11, 5.07578e-09, 2.05231e-09 
-2.18628e+03, 6.70496e-11, 5.07642e-09, 2.05256e-09 
-2.18578e+03, 6.70584e-11, 5.07706e-09, 2.05282e-09 
-2.18528e+03, 6.70673e-11, 5.07771e-09, 2.05308e-09 
-2.18478e+03, 6.70761e-11, 5.07835e-09, 2.05334e-09 
-2.18428e+03, 6.70850e-11, 5.07899e-09, 2.05360e-09 
-2.18378e+03, 6.70939e-11, 5.07964e-09, 2.05386e-09 
-2.18328e+03, 6.71028e-11, 5.08028e-09, 2.05412e-09 
-2.18278e+03, 6.71117e-11, 5.08093e-09, 2.05439e-09 
-2.18228e+03, 6.71206e-11, 5.08158e-09, 2.05465e-09 
-2.18178e+03, 6.71295e-11, 5.08223e-09, 2.05491e-09 
-2.18128e+03, 6.71385e-11, 5.08288e-09, 2.05517e-09 
-2.18078e+03, 6.71475e-11, 5.08353e-09, 2.05544e-09 
-2.18028e+03, 6.71564e-11, 5.08418e-09, 2.05570e-09 
-2.17978e+03, 6.71654e-11, 5.08484e-09, 2.05596e-09 
-2.17928e+03, 6.71745e-11, 5.08549e-09, 2.05623e-09 
-2.17878e+03, 6.71835e-11, 5.08615e-09, 2.05649e-09 
-2.17828e+03, 6.71926e-11, 5.08681e-09, 2.05676e-09 
-2.17778e+03, 6.72016e-11, 5.08746e-09, 2.05703e-09 
-2.17728e+03, 6.72107e-11, 5.08812e-09, 2.05729e-09 
-2.17678e+03, 6.72198e-11, 5.08879e-09, 2.05756e-09 
-2.17628e+03, 6.72289e-11, 5.08945e-09, 2.05783e-09 
-2.17578e+03, 6.72380e-11, 5.09011e-09, 2.05809e-09 
-2.17528e+03, 6.72472e-11, 5.09077e-09, 2.05836e-09 
-2.17478e+03, 6.72563e-11, 5.09144e-09, 2.05863e-09 
-2.17428e+03, 6.72655e-11, 5.09211e-09, 2.05890e-09 
-2.17378e+03, 6.72747e-11, 5.09277e-09, 2.05917e-09 
-2.17328e+03, 6.72839e-11, 5.09344e-09, 2.05944e-09 
-2.17278e+03, 6.72931e-11, 5.09411e-09, 2.05971e-09 
-2.17228e+03, 6.73024e-11, 5.09478e-09, 2.05998e-09 
-2.17178e+03, 6.73116e-11, 5.09546e-09, 2.06025e-09 
-2.17128e+03, 6.73209e-11, 5.09613e-09, 2.06053e-09 
-2.17078e+03, 6.73302e-11, 5.09680e-09, 2.06080e-09 
-2.17028e+03, 6.73395e-11, 5.09748e-09, 2.06107e-09 
-2.16978e+03, 6.73488e-11, 5.09816e-09, 2.06135e-09 
-2.16928e+03, 6.73582e-11, 5.09884e-09, 2.06162e-09 
-2.16878e+03, 6.73675e-11, 5.09951e-09, 2.06189e-09 
-2.16828e+03, 6.73769e-11, 5.10019e-09, 2.06217e-09 
-2.16778e+03, 6.73863e-11, 5.10088e-09, 2.06244e-09 
-2.16728e+03, 6.73957e-11, 5.10156e-09, 2.06272e-09 
-2.16678e+03, 6.74051e-11, 5.10224e-09, 2.06300e-09 
-2.16628e+03, 6.74145e-11, 5.10293e-09, 2.06327e-09 
-2.16578e+03, 6.74240e-11, 5.10361e-09, 2.06355e-09 
-2.16528e+03, 6.74334e-11, 5.10430e-09, 2.06383e-09 
-2.16478e+03, 6.74429e-11, 5.10499e-09, 2.06410e-09 
-2.16428e+03, 6.74524e-11, 5.10568e-09, 2.06438e-09 
-2.16378e+03, 6.74619e-11, 5.10637e-09, 2.06466e-09 
-2.16328e+03, 6.74714e-11, 5.10706e-09, 2.06494e-09 
-2.16278e+03, 6.74810e-11, 5.10775e-09, 2.06522e-09 
-2.16228e+03, 6.74905e-11, 5.10845e-09, 2.06550e-09 
-2.16178e+03, 6.75001e-11, 5.10914e-09, 2.06578e-09 
-2.16128e+03, 6.75097e-11, 5.10984e-09, 2.06606e-09 
-2.16078e+03, 6.75193e-11, 5.11054e-09, 2.06635e-09 
-2.16028e+03, 6.75289e-11, 5.11124e-09, 2.06663e-09 
-2.15978e+03, 6.75386e-11, 5.11194e-09, 2.06691e-09 
-2.15928e+03, 6.75482e-11, 5.11264e-09, 2.06719e-09 
-2.15878e+03, 6.75579e-11, 5.11334e-09, 2.06748e-09 
-2.15828e+03, 6.75676e-11, 5.11404e-09, 2.06776e-09 
-2.15778e+03, 6.75773e-11, 5.11475e-09, 2.06805e-09 
-2.15728e+03, 6.75870e-11, 5.11545e-09, 2.06833e-09 
-2.15678e+03, 6.75967e-11, 5.11616e-09, 2.06862e-09 
-2.15628e+03, 6.76065e-11, 5.11687e-09, 2.06890e-09 
-2.15578e+03, 6.76162e-11, 5.11758e-09, 2.06919e-09 
-2.15528e+03, 6.76260e-11, 5.11829e-09, 2.06948e-09 
-2.15478e+03, 6.76358e-11, 5.11900e-09, 2.06976e-09 
-2.15428e+03, 6.76456e-11, 5.11971e-09, 2.07005e-09 
-2.15378e+03, 6.76555e-11, 5.12042e-09, 2.07034e-09 
-2.15328e+03, 6.76653e-11, 5.12114e-09, 2.07063e-09 
-2.15278e+03, 6.76752e-11, 5.12186e-09, 2.07092e-09 
-2.15228e+03, 6.76851e-11, 5.12257e-09, 2.07121e-09 
-2.15178e+03, 6.76950e-11, 5.12329e-09, 2.07150e-09 
-2.15128e+03, 6.77049e-11, 5.12401e-09, 2.07179e-09 
-2.15078e+03, 6.77148e-11, 5.12473e-09, 2.07208e-09 
-2.15028e+03, 6.77247e-11, 5.12545e-09, 2.07237e-09 
-2.14979e+03, 6.77347e-11, 5.12618e-09, 2.07266e-09 
-2.14929e+03, 6.77447e-11, 5.12690e-09, 2.07296e-09 
-2.14879e+03, 6.77547e-11, 5.12763e-09, 2.07325e-09 
-2.14829e+03, 6.77647e-11, 5.12835e-09, 2.07354e-09 
-2.14779e+03, 6.77747e-11, 5.12908e-09, 2.07384e-09 
-2.14729e+03, 6.77848e-11, 5.12981e-09, 2.07413e-09 
-2.14679e+03, 6.77948e-11, 5.13054e-09, 2.07443e-09 
-2.14629e+03, 6.78049e-11, 5.13127e-09, 2.07472e-09 
-2.14579e+03, 6.78150e-11, 5.13200e-09, 2.07502e-09 
-2.14529e+03, 6.78251e-11, 5.13274e-09, 2.07531e-09 
-2.14479e+03, 6.78352e-11, 5.13347e-09, 2.07561e-09 
-2.14429e+03, 6.78454e-11, 5.13421e-09, 2.07591e-09 
-2.14379e+03, 6.78555e-11, 5.13495e-09, 2.07621e-09 
-2.14329e+03, 6.78657e-11, 5.13568e-09, 2.07651e-09 
-2.14279e+03, 6.78759e-11, 5.13642e-09, 2.07680e-09 
-2.14229e+03, 6.78861e-11, 5.13716e-09, 2.07710e-09 
-2.14179e+03, 6.78963e-11, 5.13791e-09, 2.07740e-09 
-2.14129e+03, 6.79065e-11, 5.13865e-09, 2.07770e-09 
-2.14079e+03, 6.79168e-11, 5.13939e-09, 2.07800e-09 
-2.14029e+03, 6.79271e-11, 5.14014e-09, 2.07830e-09 
-2.13979e+03, 6.79373e-11, 5.14089e-09, 2.07861e-09 
-2.13929e+03, 6.79477e-11, 5.14163e-09, 2.07891e-09 
-2.13879e+03, 6.79580e-11, 5.14238e-09, 2.07921e-09 
-2.13829e+03, 6.79683e-11, 5.14313e-09, 2.07951e-09 
-2.13779e+03, 6.79787e-11, 5.14388e-09, 2.07982e-09 
-2.13729e+03, 6.79890e-11, 5.14464e-09, 2.08012e-09 
-2.13679e+03, 6.79994e-11, 5.14539e-09, 2.08043e-09 
-2.13629e+03, 6.80098e-11, 5.14615e-09, 2.08073e-09 
-2.13579e+03, 6.80202e-11, 5.14690e-09, 2.08104e-09 
-2.13529e+03, 6.80307e-11, 5.14766e-09, 2.08134e-09 
-2.13479e+03, 6.80411e-11, 5.14842e-09, 2.08165e-09 
-2.13429e+03, 6.80516e-11, 5.14918e-09, 2.08196e-09 
-2.13379e+03, 6.80621e-11, 5.14994e-09, 2.08226e-09 
